epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1236.27,0.65729,0.50282,0.92443,0.86946,0.81872,0.86819,0.64077,0.88588,0.69114,1.04961,0.0009406,0.0009406,0.0009406
14,1328.54,0.65317,0.50601,0.92211,0.87454,0.83889,0.89248,0.65303,0.88523,0.64336,1.04279,0.00093565,0.00093565,0.00093565
15,1421.92,0.63832,0.47853,0.91686,0.87553,0.83673,0.89182,0.66052,0.87767,0.65847,1.04871,0.0009307,0.0009307,0.0009307
16,1514.38,0.6138,0.454,0.90753,0.92226,0.83248,0.90463,0.67233,0.87943,0.61069,1.04394,0.00092575,0.00092575,0.00092575
17,1606.59,0.60035,0.44729,0.89775,0.90381,0.86009,0.90617,0.68082,0.86194,0.60712,1.03574,0.0009208,0.0009208,0.0009208
18,1700.46,0.58315,0.42115,0.88987,0.90085,0.83009,0.89229,0.65704,0.86661,0.65104,1.05117,0.00091585,0.00091585,0.00091585
19,1791.51,0.57772,0.4234,0.88961,0.93115,0.83046,0.90395,0.67479,0.86666,0.61141,1.03024,0.0009109,0.0009109,0.0009109
20,1881.22,0.56306,0.41177,0.88324,0.8979,0.83323,0.89684,0.67911,0.8409,0.61196,1.02967,0.00090595,0.00090595,0.00090595
21,1968.31,0.55561,0.41198,0.88073,0.92967,0.83055,0.90647,0.67624,0.85159,0.59328,1.03252,0.000901,0.000901,0.000901
22,2055.94,0.53868,0.39757,0.87046,0.89453,0.86201,0.90464,0.67959,0.84985,0.60271,1.03347,0.00089605,0.00089605,0.00089605
23,2145.25,0.52366,0.39309,0.86585,0.90387,0.84537,0.90678,0.67652,0.85887,0.60438,1.02916,0.0008911,0.0008911,0.0008911
24,2232.36,0.53077,0.38048,0.86644,0.92686,0.85276,0.91029,0.69054,0.83141,0.5729,1.02424,0.00088615,0.00088615,0.00088615
25,2322.14,0.50271,0.36644,0.8575,0.90386,0.86677,0.90443,0.6888,0.84177,0.57936,1.03088,0.0008812,0.0008812,0.0008812
26,2416.92,0.48674,0.35688,0.8518,0.88487,0.87423,0.90727,0.67678,0.86085,0.58356,1.04932,0.00087625,0.00087625,0.00087625
27,2507.72,0.4843,0.35413,0.8502,0.92786,0.86409,0.91537,0.68803,0.84349,0.55568,1.03024,0.0008713,0.0008713,0.0008713
28,2599.38,0.48682,0.35274,0.85212,0.89993,0.85853,0.8977,0.68054,0.84802,0.58448,1.04997,0.00086635,0.00086635,0.00086635
29,2693.99,0.47334,0.34717,0.8477,0.90006,0.84868,0.89126,0.67555,0.83889,0.59455,1.03538,0.0008614,0.0008614,0.0008614
30,2784.78,0.47178,0.34242,0.848,0.90417,0.84966,0.89726,0.67396,0.84247,0.57941,1.04221,0.00085645,0.00085645,0.00085645
31,2877.19,0.46148,0.32828,0.84039,0.91695,0.85872,0.90607,0.68039,0.82239,0.56302,1.0312,0.0008515,0.0008515,0.0008515
32,2966.69,0.44992,0.33235,0.83762,0.92353,0.83236,0.90313,0.67575,0.8275,0.56842,1.03917,0.00084655,0.00084655,0.00084655
33,3053.89,0.44488,0.32211,0.83516,0.92291,0.85776,0.90821,0.68734,0.83445,0.55289,1.04229,0.0008416,0.0008416,0.0008416
34,3142.17,0.44029,0.3222,0.83742,0.90822,0.8492,0.89786,0.67733,0.8385,0.57436,1.04787,0.00083665,0.00083665,0.00083665
35,3229.04,0.42442,0.30912,0.82889,0.91616,0.86174,0.911,0.69477,0.82559,0.54821,1.03925,0.0008317,0.0008317,0.0008317
36,3316.13,0.42477,0.30935,0.82859,0.91795,0.84796,0.90722,0.69222,0.82937,0.54644,1.04019,0.00082675,0.00082675,0.00082675
37,3403.69,0.4151,0.30912,0.82479,0.94473,0.8631,0.91958,0.69997,0.81511,0.53415,1.03823,0.0008218,0.0008218,0.0008218
38,3495.59,0.40485,0.29479,0.82246,0.91873,0.86153,0.90966,0.70478,0.80418,0.53112,1.02522,0.00081685,0.00081685,0.00081685
39,3584.05,0.40515,0.29333,0.82233,0.91208,0.86654,0.90803,0.6967,0.80983,0.53173,1.0398,0.0008119,0.0008119,0.0008119
40,3676.85,0.40348,0.29424,0.8203,0.89387,0.86297,0.90018,0.68847,0.82108,0.54113,1.04506,0.00080695,0.00080695,0.00080695
41,3766.69,0.38776,0.2805,0.8164,0.92324,0.8705,0.91171,0.69319,0.8063,0.53978,1.03311,0.000802,0.000802,0.000802
42,3858.09,0.3832,0.28235,0.81489,0.91657,0.85908,0.91166,0.70807,0.79346,0.53728,1.01776,0.00079705,0.00079705,0.00079705
43,3950.72,0.38103,0.27737,0.81501,0.93317,0.86533,0.91466,0.70999,0.80074,0.51887,1.03265,0.0007921,0.0007921,0.0007921
44,4044.74,0.3689,0.27331,0.81008,0.90584,0.86819,0.90255,0.68902,0.7919,0.54067,1.03143,0.00078715,0.00078715,0.00078715
45,4139.5,0.37373,0.27515,0.81177,0.92353,0.86469,0.91355,0.70799,0.79612,0.51704,1.03422,0.0007822,0.0007822,0.0007822
46,4233.53,0.37019,0.27441,0.81219,0.91957,0.85651,0.91293,0.71217,0.79771,0.5253,1.0381,0.00077725,0.00077725,0.00077725
47,4328.71,0.36247,0.26424,0.8102,0.93742,0.86055,0.91346,0.70675,0.78284,0.52355,1.02206,0.0007723,0.0007723,0.0007723
48,4421.58,0.35908,0.26611,0.80879,0.90683,0.86911,0.91392,0.71143,0.79095,0.51162,1.02685,0.00076735,0.00076735,0.00076735
49,4518.36,0.34941,0.26568,0.80687,0.92627,0.85204,0.9119,0.70062,0.78777,0.54091,1.0296,0.0007624,0.0007624,0.0007624
50,4613.03,0.34782,0.26143,0.80604,0.9216,0.86931,0.91634,0.72005,0.78935,0.51157,1.03318,0.00075745,0.00075745,0.00075745
51,4709.22,0.34288,0.25871,0.80394,0.9156,0.88286,0.90744,0.70225,0.79141,0.53004,1.04159,0.0007525,0.0007525,0.0007525
52,4804.77,0.3417,0.26002,0.80555,0.95016,0.852,0.91875,0.72235,0.76387,0.50782,1.01295,0.00074755,0.00074755,0.00074755
53,4897.29,0.33456,0.25241,0.80095,0.93911,0.86519,0.92046,0.71722,0.789,0.50014,1.02943,0.0007426,0.0007426,0.0007426
54,4983.49,0.32337,0.2434,0.79712,0.93968,0.87406,0.92304,0.73044,0.75554,0.48371,1.01492,0.00073765,0.00073765,0.00073765
55,5074.22,0.32547,0.2454,0.80004,0.93478,0.87756,0.92459,0.72751,0.77466,0.49231,1.03109,0.0007327,0.0007327,0.0007327
56,5161.64,0.31964,0.24006,0.79673,0.9483,0.85908,0.91518,0.72503,0.77042,0.48418,1.02505,0.00072775,0.00072775,0.00072775
57,5251.3,0.3134,0.23587,0.7966,0.91583,0.86669,0.91648,0.7113,0.7889,0.50738,1.04661,0.0007228,0.0007228,0.0007228
58,5337.55,0.30536,0.23467,0.79439,0.92893,0.87363,0.91767,0.72265,0.77474,0.50405,1.03866,0.00071785,0.00071785,0.00071785
59,5421.6,0.30501,0.23494,0.79534,0.94718,0.85347,0.91981,0.7228,0.77014,0.48303,1.03089,0.0007129,0.0007129,0.0007129
60,5505.09,0.2995,0.23381,0.7924,0.90838,0.86808,0.90882,0.71292,0.77138,0.49498,1.02925,0.00070795,0.00070795,0.00070795
61,5588.62,0.29148,0.22854,0.79025,0.91712,0.87567,0.92308,0.72485,0.76437,0.50362,1.03092,0.000703,0.000703,0.000703
62,5672.65,0.30285,0.2321,0.79583,0.91868,0.86993,0.92051,0.71721,0.77619,0.50238,1.03294,0.00069805,0.00069805,0.00069805
63,5759.55,0.29456,0.22521,0.79241,0.9242,0.85075,0.91885,0.73407,0.76455,0.49143,1.01923,0.0006931,0.0006931,0.0006931
64,5845.14,0.29423,0.2283,0.79312,0.94123,0.85614,0.92403,0.72663,0.76798,0.48296,1.0269,0.00068815,0.00068815,0.00068815
65,5932.82,0.29156,0.22946,0.79278,0.92249,0.86681,0.92051,0.72368,0.76705,0.49295,1.01895,0.0006832,0.0006832,0.0006832
66,6017.95,0.28672,0.22575,0.79097,0.92941,0.85209,0.92256,0.7255,0.77578,0.50667,1.03647,0.00067825,0.00067825,0.00067825
67,6102.6,0.28503,0.2228,0.79215,0.92996,0.86498,0.923,0.73464,0.76691,0.48874,1.03735,0.0006733,0.0006733,0.0006733
68,6189.03,0.28666,0.22142,0.7934,0.92073,0.88531,0.92401,0.73975,0.75891,0.47941,1.0247,0.00066835,0.00066835,0.00066835
69,6274.61,0.27917,0.21657,0.78894,0.93475,0.85082,0.92307,0.72732,0.76982,0.48477,1.04598,0.0006634,0.0006634,0.0006634
70,6356.18,0.28207,0.22049,0.79156,0.94334,0.8472,0.92141,0.73503,0.7688,0.49557,1.03248,0.00065845,0.00065845,0.00065845
71,6438.15,0.26499,0.20749,0.78503,0.9017,0.86977,0.92205,0.73354,0.77401,0.49119,1.03094,0.0006535,0.0006535,0.0006535
72,6521.61,0.26378,0.20649,0.78487,0.90897,0.89105,0.9186,0.72314,0.77402,0.49199,1.04032,0.00064855,0.00064855,0.00064855
73,6607.76,0.26131,0.20516,0.78499,0.94416,0.85567,0.92402,0.73882,0.74465,0.48458,1.02192,0.0006436,0.0006436,0.0006436
74,6698.26,0.25978,0.20431,0.78491,0.94253,0.85452,0.91676,0.73069,0.75213,0.47892,1.01663,0.00063865,0.00063865,0.00063865
75,6786.26,0.25847,0.20308,0.78376,0.92026,0.86071,0.91363,0.73385,0.76006,0.49461,1.02048,0.0006337,0.0006337,0.0006337
76,6875.66,0.25959,0.20731,0.78713,0.92549,0.87214,0.91934,0.737,0.75767,0.4844,1.01459,0.00062875,0.00062875,0.00062875
77,6970.55,0.2513,0.20125,0.78432,0.93698,0.85669,0.92114,0.73469,0.75696,0.48608,1.02994,0.0006238,0.0006238,0.0006238
78,7063.61,0.25526,0.20069,0.78504,0.946,0.84722,0.91379,0.71755,0.76239,0.49822,1.03279,0.00061885,0.00061885,0.00061885
79,7159.2,0.24701,0.19586,0.78297,0.91344,0.8746,0.91854,0.73393,0.75692,0.49375,1.02874,0.0006139,0.0006139,0.0006139
80,7255.47,0.24606,0.19886,0.78517,0.9392,0.86728,0.91367,0.72977,0.76185,0.48844,1.03206,0.00060895,0.00060895,0.00060895
81,7348.4,0.24211,0.1932,0.78193,0.94212,0.86475,0.92488,0.74129,0.75659,0.4882,1.02481,0.000604,0.000604,0.000604
82,7442.26,0.24014,0.18978,0.78178,0.953,0.8577,0.92564,0.73918,0.75678,0.47331,1.02964,0.00059905,0.00059905,0.00059905
83,7536.87,0.24065,0.19186,0.78232,0.94838,0.84272,0.92169,0.73581,0.74962,0.4825,1.02352,0.0005941,0.0005941,0.0005941
84,7629.82,0.22927,0.1859,0.77905,0.91371,0.87805,0.91872,0.73535,0.75041,0.4729,1.02664,0.00058915,0.00058915,0.00058915
85,7724.76,0.24453,0.19378,0.78558,0.94039,0.86241,0.91996,0.73163,0.75691,0.48164,1.0271,0.0005842,0.0005842,0.0005842
86,7819.01,0.22583,0.18241,0.77793,0.933,0.87483,0.92969,0.74873,0.75386,0.46931,1.02499,0.00057925,0.00057925,0.00057925
87,7911.43,0.22906,0.18649,0.77919,0.92615,0.87537,0.9283,0.74688,0.76511,0.47372,1.03732,0.0005743,0.0005743,0.0005743
88,8000.36,0.22792,0.18389,0.77881,0.93056,0.86416,0.92054,0.73863,0.75149,0.47531,1.02917,0.00056935,0.00056935,0.00056935
89,8092.06,0.22075,0.17868,0.77779,0.94,0.86293,0.92933,0.74658,0.74077,0.45814,1.02173,0.0005644,0.0005644,0.0005644
90,8181.22,0.21578,0.17764,0.77706,0.93041,0.86794,0.92204,0.74682,0.74399,0.47002,1.02352,0.00055945,0.00055945,0.00055945
91,8274.12,0.22582,0.18328,0.78223,0.93516,0.86815,0.92232,0.74245,0.74724,0.46812,1.02437,0.0005545,0.0005545,0.0005545
92,8364.62,0.21886,0.17398,0.77673,0.95154,0.86397,0.92415,0.73723,0.7462,0.47249,1.02375,0.00054955,0.00054955,0.00054955
93,8454.67,0.21247,0.17372,0.77583,0.94635,0.87057,0.92595,0.74257,0.75265,0.48344,1.0252,0.0005446,0.0005446,0.0005446
94,8544.94,0.21051,0.17055,0.77504,0.92488,0.87188,0.92687,0.74615,0.7393,0.4756,1.02122,0.00053965,0.00053965,0.00053965
95,8635.33,0.20528,0.1706,0.77407,0.94184,0.85719,0.92523,0.74936,0.7425,0.47358,1.02452,0.0005347,0.0005347,0.0005347
96,8724.16,0.21111,0.17393,0.77743,0.94468,0.85542,0.92131,0.73466,0.74291,0.48065,1.02326,0.00052975,0.00052975,0.00052975
97,8809.23,0.21052,0.17361,0.77786,0.94011,0.86433,0.92998,0.75244,0.74598,0.47013,1.03037,0.0005248,0.0005248,0.0005248
98,8901.57,0.20695,0.17207,0.77642,0.92841,0.87594,0.91893,0.73759,0.73933,0.4717,1.0255,0.00051985,0.00051985,0.00051985
99,8990.96,0.20463,0.16804,0.7749,0.92498,0.8773,0.92785,0.75561,0.73789,0.46632,1.02019,0.0005149,0.0005149,0.0005149
100,9077.92,0.20549,0.16934,0.77674,0.9311,0.87606,0.9207,0.73613,0.7397,0.47055,1.0215,0.00050995,0.00050995,0.00050995
101,9162.65,0.19807,0.16412,0.77364,0.92629,0.87732,0.92396,0.73941,0.74513,0.47521,1.02703,0.000505,0.000505,0.000505
102,9251.69,0.20092,0.1651,0.77625,0.94083,0.86967,0.92116,0.74428,0.74361,0.47668,1.02858,0.00050005,0.00050005,0.00050005
103,9341.28,0.19553,0.16243,0.77512,0.93558,0.87132,0.92127,0.73523,0.74358,0.46984,1.02883,0.0004951,0.0004951,0.0004951
104,9432.76,0.19638,0.16233,0.7738,0.94114,0.86635,0.91962,0.73928,0.73942,0.47399,1.03127,0.00049015,0.00049015,0.00049015
105,9522.63,0.18895,0.16018,0.77368,0.93529,0.86881,0.92235,0.74486,0.73432,0.47021,1.0241,0.0004852,0.0004852,0.0004852
106,9611.11,0.1921,0.15862,0.77462,0.94178,0.85515,0.91929,0.73978,0.73051,0.46451,1.01889,0.00048025,0.00048025,0.00048025
107,9697.73,0.1987,0.16535,0.77768,0.95208,0.84904,0.92642,0.74791,0.73344,0.46573,1.0165,0.0004753,0.0004753,0.0004753
108,9792.72,0.19217,0.15968,0.77626,0.93494,0.86479,0.92237,0.74376,0.73859,0.46626,1.0261,0.00047035,0.00047035,0.00047035
109,9884.62,0.18696,0.15529,0.77375,0.93574,0.86065,0.92458,0.7476,0.73878,0.46263,1.02777,0.0004654,0.0004654,0.0004654
110,9970.45,0.1902,0.15855,0.77387,0.92719,0.87091,0.92156,0.74969,0.72858,0.46479,1.0201,0.00046045,0.00046045,0.00046045
111,10060.3,0.18675,0.15397,0.77377,0.93306,0.85639,0.91767,0.74697,0.73251,0.46842,1.02133,0.0004555,0.0004555,0.0004555
112,10151.2,0.18374,0.15204,0.77336,0.93487,0.87707,0.92796,0.75508,0.73199,0.46067,1.02584,0.00045055,0.00045055,0.00045055
113,10237.6,0.1853,0.15415,0.77324,0.93543,0.87372,0.92538,0.74173,0.7381,0.46229,1.02913,0.0004456,0.0004456,0.0004456
114,10328.2,0.18359,0.15186,0.77477,0.92549,0.87372,0.93006,0.74773,0.73801,0.46326,1.03194,0.00044065,0.00044065,0.00044065
115,10418.1,0.17597,0.14836,0.77234,0.94032,0.86286,0.92987,0.75136,0.73705,0.47115,1.0265,0.0004357,0.0004357,0.0004357
116,10508.5,0.1776,0.1485,0.77373,0.94448,0.85795,0.92587,0.74855,0.72918,0.46611,1.0228,0.00043075,0.00043075,0.00043075
117,10598.2,0.17606,0.1462,0.77195,0.92745,0.87182,0.92882,0.74842,0.73031,0.46167,1.02482,0.0004258,0.0004258,0.0004258
118,10687.7,0.17101,0.14442,0.77176,0.94555,0.86259,0.92678,0.74495,0.73318,0.47392,1.02447,0.00042085,0.00042085,0.00042085
119,10779.5,0.17628,0.14781,0.77297,0.94403,0.8711,0.92382,0.74531,0.72984,0.46047,1.02503,0.0004159,0.0004159,0.0004159
120,10872,0.16879,0.14137,0.77094,0.93717,0.86157,0.92604,0.74528,0.73202,0.47033,1.02693,0.00041095,0.00041095,0.00041095
121,10963.6,0.16614,0.14078,0.77018,0.92807,0.88104,0.9266,0.7466,0.73094,0.46383,1.02881,0.000406,0.000406,0.000406
122,11052.8,0.16455,0.13917,0.76912,0.93384,0.87529,0.92671,0.75186,0.73073,0.46264,1.0321,0.00040105,0.00040105,0.00040105
123,11142,0.16607,0.14027,0.77103,0.93593,0.8673,0.92352,0.74842,0.73072,0.4665,1.03454,0.0003961,0.0003961,0.0003961
124,11232.8,0.16542,0.14165,0.7709,0.92807,0.87488,0.92552,0.74776,0.73524,0.46804,1.03012,0.00039115,0.00039115,0.00039115
125,11323.1,0.16928,0.14288,0.77288,0.94442,0.8628,0.92568,0.74881,0.73847,0.46512,1.03522,0.0003862,0.0003862,0.0003862
126,11414.8,0.16543,0.14134,0.77101,0.93729,0.87086,0.92528,0.74545,0.73602,0.46386,1.03151,0.00038125,0.00038125,0.00038125
127,11507.7,0.16347,0.1384,0.77126,0.93935,0.86948,0.92246,0.74351,0.74411,0.4646,1.04098,0.0003763,0.0003763,0.0003763
128,11599.2,0.15478,0.13326,0.76843,0.94275,0.867,0.92369,0.74613,0.74201,0.46766,1.03533,0.00037135,0.00037135,0.00037135
129,11689.7,0.15339,0.13348,0.76926,0.94596,0.86129,0.92488,0.74912,0.73863,0.4664,1.03346,0.0003664,0.0003664,0.0003664
130,11781.8,0.15944,0.1358,0.77085,0.92802,0.88356,0.92873,0.75428,0.73761,0.46566,1.03126,0.00036145,0.00036145,0.00036145
131,11872.3,0.15643,0.13353,0.77067,0.93574,0.87897,0.92696,0.75071,0.73617,0.46487,1.03304,0.0003565,0.0003565,0.0003565
132,11964.4,0.15149,0.13076,0.76972,0.92998,0.87566,0.93102,0.75353,0.73656,0.46475,1.0369,0.00035155,0.00035155,0.00035155
133,12055.1,0.15147,0.12861,0.7704,0.93301,0.88065,0.93211,0.75368,0.73612,0.4702,1.03719,0.0003466,0.0003466,0.0003466
134,12144.9,0.1511,0.12889,0.77009,0.94069,0.87696,0.93276,0.75142,0.7365,0.46444,1.03979,0.00034165,0.00034165,0.00034165
135,12237.8,0.14795,0.12712,0.76778,0.94353,0.87107,0.93406,0.75316,0.73425,0.46378,1.03711,0.0003367,0.0003367,0.0003367
136,12328.9,0.15526,0.13117,0.77206,0.91516,0.89019,0.93305,0.75423,0.73357,0.45598,1.03759,0.00033175,0.00033175,0.00033175
137,12420.2,0.14771,0.12791,0.76889,0.9328,0.87951,0.93152,0.75308,0.73077,0.45947,1.0366,0.0003268,0.0003268,0.0003268
138,12510.4,0.14861,0.12595,0.77127,0.9485,0.87013,0.93,0.75099,0.73186,0.45951,1.03993,0.00032185,0.00032185,0.00032185
139,12599.3,0.14236,0.12429,0.76744,0.94204,0.86175,0.92637,0.75249,0.72697,0.45941,1.03329,0.0003169,0.0003169,0.0003169
140,12685.5,0.14254,0.12351,0.76868,0.94229,0.8646,0.92622,0.75169,0.7302,0.46252,1.03535,0.00031195,0.00031195,0.00031195
141,12775.6,0.14377,0.12439,0.76903,0.93362,0.87372,0.92495,0.74779,0.73406,0.46854,1.03705,0.000307,0.000307,0.000307
142,12867.1,0.14033,0.12087,0.76862,0.9431,0.86698,0.92502,0.74716,0.73085,0.47079,1.03716,0.00030205,0.00030205,0.00030205
143,12957.9,0.14257,0.12326,0.76938,0.94424,0.86697,0.9271,0.74839,0.73044,0.46849,1.0355,0.0002971,0.0002971,0.0002971
144,13049.6,0.13812,0.11963,0.76811,0.94893,0.86746,0.92613,0.74785,0.72944,0.46766,1.03408,0.00029215,0.00029215,0.00029215
145,13144.3,0.13532,0.11847,0.76733,0.92572,0.88176,0.92676,0.75213,0.72871,0.46595,1.03237,0.0002872,0.0002872,0.0002872
146,13235.4,0.13786,0.12252,0.76886,0.94014,0.86649,0.92515,0.74916,0.73115,0.46657,1.03617,0.00028225,0.00028225,0.00028225
147,13329.6,0.132,0.11795,0.76728,0.9429,0.86417,0.92453,0.74805,0.73262,0.47028,1.03678,0.0002773,0.0002773,0.0002773
148,13421.2,0.1357,0.11873,0.76821,0.92546,0.8734,0.92662,0.75025,0.73222,0.46644,1.03653,0.00027235,0.00027235,0.00027235
149,13514.1,0.13387,0.11759,0.76877,0.93409,0.86982,0.92753,0.75279,0.73115,0.46636,1.03477,0.0002674,0.0002674,0.0002674
150,13603.7,0.13723,0.11906,0.76903,0.95435,0.85328,0.92705,0.75478,0.73116,0.46363,1.03197,0.00026245,0.00026245,0.00026245
151,13692.5,0.13092,0.11391,0.76795,0.95094,0.85844,0.9268,0.753,0.72839,0.46223,1.02836,0.0002575,0.0002575,0.0002575
152,13782.7,0.13225,0.11606,0.76874,0.9577,0.85853,0.92924,0.75245,0.72925,0.46224,1.02774,0.00025255,0.00025255,0.00025255
153,13875.9,0.13209,0.11569,0.76849,0.95622,0.8586,0.92999,0.75295,0.72641,0.46217,1.02813,0.0002476,0.0002476,0.0002476
154,13966.8,0.12764,0.11348,0.76683,0.96074,0.85632,0.9294,0.75257,0.72681,0.46234,1.02998,0.00024265,0.00024265,0.00024265
155,14060.2,0.12898,0.11332,0.76672,0.95444,0.86183,0.92824,0.7539,0.72663,0.46714,1.03247,0.0002377,0.0002377,0.0002377
156,14149.2,0.12367,0.10951,0.76612,0.95589,0.86009,0.92755,0.75315,0.72612,0.47239,1.03395,0.00023275,0.00023275,0.00023275
157,14233.6,0.12019,0.1078,0.76535,0.94159,0.8704,0.92867,0.75176,0.72552,0.47542,1.03344,0.0002278,0.0002278,0.0002278
158,14318.2,0.12279,0.10895,0.76719,0.94586,0.86866,0.92804,0.7492,0.72719,0.47498,1.03564,0.00022285,0.00022285,0.00022285
159,14411.7,0.11749,0.10663,0.76521,0.94313,0.86776,0.92781,0.74916,0.72646,0.47168,1.03455,0.0002179,0.0002179,0.0002179
160,14502.8,0.118,0.10659,0.76508,0.94656,0.86504,0.92698,0.75013,0.72603,0.47841,1.03355,0.00021295,0.00021295,0.00021295
161,14595.7,0.11917,0.10601,0.76627,0.94197,0.86507,0.92697,0.75038,0.7246,0.47849,1.03276,0.000208,0.000208,0.000208
162,14686.4,0.11504,0.10319,0.76534,0.94543,0.8611,0.92624,0.75293,0.72216,0.47461,1.03228,0.00020305,0.00020305,0.00020305
163,14780.9,0.11932,0.10537,0.76636,0.94745,0.86108,0.92734,0.75126,0.724,0.47296,1.03428,0.0001981,0.0001981,0.0001981
164,14870.2,0.11261,0.10258,0.76575,0.94866,0.86056,0.92757,0.74975,0.72577,0.47215,1.03595,0.00019315,0.00019315,0.00019315
165,14962.2,0.11263,0.1013,0.7648,0.9502,0.85835,0.928,0.75273,0.72706,0.47298,1.03646,0.0001882,0.0001882,0.0001882
166,15054.4,0.11623,0.10454,0.76686,0.95101,0.85824,0.92909,0.75513,0.72619,0.47436,1.0358,0.00018325,0.00018325,0.00018325
167,15143.2,0.11827,0.10324,0.7674,0.9472,0.86008,0.92891,0.75516,0.72496,0.47794,1.03357,0.0001783,0.0001783,0.0001783
168,15229.8,0.11478,0.10256,0.76699,0.94723,0.86355,0.92959,0.75561,0.72392,0.47639,1.03207,0.00017335,0.00017335,0.00017335
169,15317.1,0.10996,0.09983,0.76572,0.94903,0.85969,0.92929,0.75453,0.72447,0.47789,1.03289,0.0001684,0.0001684,0.0001684
170,15409.2,0.10926,0.09891,0.76525,0.94485,0.85945,0.92976,0.75638,0.72574,0.47669,1.03327,0.00016345,0.00016345,0.00016345
171,15498.8,0.1067,0.09656,0.76501,0.94809,0.85872,0.92858,0.75478,0.72501,0.4776,1.03293,0.0001585,0.0001585,0.0001585
172,15590,0.10762,0.09789,0.76535,0.94906,0.85835,0.92747,0.75238,0.72348,0.47963,1.03035,0.00015355,0.00015355,0.00015355
173,15682.2,0.10781,0.09836,0.76496,0.95128,0.85852,0.92681,0.75073,0.72343,0.48,1.03081,0.0001486,0.0001486,0.0001486
174,15772.5,0.1074,0.09754,0.76521,0.92808,0.87396,0.92659,0.75063,0.72479,0.479,1.03232,0.00014365,0.00014365,0.00014365
175,15866.2,0.10714,0.09675,0.76606,0.91959,0.88435,0.92596,0.75104,0.72391,0.48155,1.0325,0.0001387,0.0001387,0.0001387
176,15956.9,0.1054,0.09606,0.76535,0.9186,0.88229,0.92536,0.7503,0.72787,0.47918,1.03681,0.00013375,0.00013375,0.00013375
177,16051.3,0.10381,0.0952,0.76475,0.91917,0.88108,0.92538,0.74874,0.72961,0.48166,1.03763,0.0001288,0.0001288,0.0001288
178,16140.6,0.10318,0.09517,0.76541,0.92222,0.88299,0.92591,0.7505,0.72995,0.48184,1.03826,0.00012385,0.00012385,0.00012385
179,16235.8,0.10272,0.09412,0.76493,0.92299,0.88377,0.92611,0.75031,0.73,0.48054,1.03883,0.0001189,0.0001189,0.0001189
180,16326,0.10431,0.09478,0.76685,0.92309,0.88396,0.92652,0.75124,0.72996,0.47817,1.03868,0.00011395,0.00011395,0.00011395
181,16416.1,0.0989,0.09078,0.76482,0.92724,0.88325,0.92699,0.75205,0.72921,0.47796,1.0381,0.000109,0.000109,0.000109
182,16506.1,0.09669,0.08917,0.76386,0.92762,0.88044,0.92696,0.75293,0.72777,0.47802,1.03746,0.00010405,0.00010405,0.00010405
183,16598,0.09862,0.09033,0.76435,0.92919,0.87933,0.92702,0.75422,0.72739,0.47751,1.03736,9.91e-05,9.91e-05,9.91e-05
184,16689.2,0.09451,0.08838,0.76381,0.92912,0.87657,0.92815,0.75476,0.72628,0.47614,1.03666,9.415e-05,9.415e-05,9.415e-05
