epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,19129,0.06619,0.06367,0.75869,0.93533,0.8863,0.93899,0.79525,0.62115,0.39958,1.06974,0.00010405,0.00010405,0.00010405
183,19226,0.06598,0.0626,0.75838,0.94101,0.88145,0.93924,0.79545,0.62121,0.40022,1.07054,9.91e-05,9.91e-05,9.91e-05
184,19322.8,0.06502,0.06216,0.75858,0.94101,0.88213,0.93922,0.79508,0.62063,0.40055,1.07025,9.415e-05,9.415e-05,9.415e-05
185,19419.7,0.06489,0.06205,0.75876,0.94171,0.88495,0.93844,0.79502,0.62022,0.40289,1.07004,8.92e-05,8.92e-05,8.92e-05
186,19516.6,0.06443,0.06172,0.75887,0.95294,0.87447,0.93852,0.79545,0.62025,0.4036,1.06988,8.425e-05,8.425e-05,8.425e-05
187,19613.8,0.06399,0.06128,0.75856,0.95375,0.87335,0.93781,0.79562,0.62061,0.40481,1.07014,7.93e-05,7.93e-05,7.93e-05
188,19715.4,0.06262,0.06042,0.75914,0.9422,0.8844,0.93867,0.79586,0.62066,0.40364,1.06994,7.435e-05,7.435e-05,7.435e-05
189,19810.2,0.06213,0.05978,0.75862,0.94367,0.88614,0.93844,0.79512,0.62055,0.40292,1.06983,6.94e-05,6.94e-05,6.94e-05
190,19911.2,0.06188,0.05942,0.75857,0.94395,0.88647,0.93854,0.79591,0.61966,0.40285,1.06971,6.445e-05,6.445e-05,6.445e-05
191,20102.5,0.06186,0.05928,0.75859,0.94344,0.886,0.93812,0.79626,0.61957,0.40232,1.06998,5.95e-05,5.95e-05,5.95e-05
192,20200.6,0.06133,0.05901,0.75866,0.9425,0.88539,0.93829,0.79688,0.61969,0.40368,1.07031,5.455e-05,5.455e-05,5.455e-05
193,20296.2,0.06099,0.05892,0.7585,0.94207,0.88452,0.93793,0.79638,0.61982,0.4047,1.07062,4.96e-05,4.96e-05,4.96e-05
194,20395.9,0.05977,0.05798,0.7586,0.94214,0.88389,0.93817,0.79608,0.6205,0.40555,1.07156,4.465e-05,4.465e-05,4.465e-05
195,20499.8,0.05998,0.05749,0.75852,0.94324,0.8832,0.93862,0.79636,0.62074,0.40521,1.0719,3.97e-05,3.97e-05,3.97e-05
196,20602.4,0.05965,0.05753,0.75811,0.94325,0.8832,0.93863,0.79606,0.62061,0.40589,1.0716,3.475e-05,3.475e-05,3.475e-05
197,20702.7,0.05876,0.057,0.75819,0.94412,0.88296,0.93881,0.7965,0.62068,0.40672,1.07174,2.98e-05,2.98e-05,2.98e-05
198,20803.2,0.05862,0.05689,0.75856,0.9433,0.8832,0.93881,0.79519,0.62099,0.40736,1.07238,2.485e-05,2.485e-05,2.485e-05
199,20910.7,0.05889,0.05689,0.75827,0.94287,0.8832,0.93821,0.79566,0.62115,0.40801,1.07268,1.99e-05,1.99e-05,1.99e-05
200,21012.2,0.0581,0.05614,0.75847,0.94261,0.8832,0.93826,0.79649,0.62095,0.40865,1.07286,1.495e-05,1.495e-05,1.495e-05
